nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;expediente-numero
Barrio 31: Comunicaciones;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;Con la lógica de regenerar un espacio público de 1095m2, se propone un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. El uso del intertrabado en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. El espacio de cancha se mantiene como deportivo, de césped sintético, la cancha mantiene su jerarquí­a dentro del sistema de espacios deportivos existentes. El desnivel entre la vereda y el paredón de la autopista se salva con un recorrido de rampas acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental y además sirven de uso público para el aporte de juegos de niños, mesas y espacios de ocio y esparcimiento. Atendiendo a todas las normativas existentes de seguridad y con la idea de generar un paisaje apropiado a los niños para su mayor disfrute. El terraplen en el sentido largo sirve para sumar verde en terrazas y redefinir las gradas, ganando en uso y ampliando el aire entre el alambrado y el paredón. Asimimo la iluminación general del espacio se realiza enteramente en LED con posibilidad de Telegestión a fin de integrarse a la red de alumbrado de CABA con la mayor tecnologí­a disponible al momento. Por último se suman a las especies arboreas ya existentes, diversos tipos de vegetación de tipo trepadoras a fin de incrementar la huella verde dentro del espacio público utilizando como soporte el paredón de lí­mite contra la AU. como aporte a la aislación y par reducir el impacto de esa infraestructura en el ambiente.;$ 11.519.765,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,580688;-58,384679;20/11/2017;27/9/2018;10;100;Cooperativa;2017;Licitación Pública;1816/SIGAF/2014;30715359177;43190;15;46213850
Barrio 31: Cancha 5;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;Con la lógica de regenerar un espacio público de 4200m2 se propuso un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de esparcimiento, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. El uso del intertrabado igualando todos los niveles, sin ningún tipo de cordón o escalonamiento, en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. Toda la superficie de cancha de fútbol se realiza de césped sintético especialmente preparado para alta competición y se delimita con un alambrado olí­mpico. Se propone desmontar las tribunas en las cabeceras y reemplazarlas por una sola tribuna general que por debajo alberga un modulo de baños para el uso del espacio deportivo. Se propone sumar equipamiento de postas deportivas a fin de jerarquizar el carácter deportivo y de esparcimiento del espacio. Asimimo la iluminación general del espacio se realiza enteramente en LED con posibilidad de Telegestión a fin de integrarse a la red de alumbrado de CABA con la mayor tecnologí­a disponible al momento. Por último se suman diversos tipos de vegetación a fin de incrementar la huella verde dentro del espacio público.;$ 10.921.249,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,580688;-58,384679;11/11/2017;15/1/2019;14;100;Cooperativa;2017;Licitación Pública;1816/SIGAF/2014;30711317720;43190;8;46213850
Barrio 31: Completamiento de la Infraestructura existente;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Si bien hay varios sectores del barrio que cuenta con algunos servicios, siempre de manera informal y sin cumplir de las normas vigentes, otras zonas no cuentan con ellos. La infraestructura existente está desarrollada en forma fragmentaria, es decir que se encuentran intercaladas las áreas que cuentan con algunos servicios y las que no, sin ningún criterio técnico o geográfico. Esta discontinuidad plantea un desafí­o para el proyecto ya que la urgencia de dotar con servicios a los sectores que no cuentan con ellos, plantea una exigencia adicional al desarrollo del proyecto y las etapas de obra. Para poder responder a todas estas exigencias se han desarrollado cada componente de la infraestructura en distintos planes Maestros, los que enmarcan los proyectos de cada una de las diferentes etapas. Asimismo se han adoptado criterios generales para el barrio sobre el diseño de Pavimentos, Canteros, Mobiliario Urbano Y Alumbrado Público. Estos Planes Maestros han sido consensuados con las Empresas Prestadoras de Servicios Aysa, Edenor y Edesur, cada una en el área que le corresponde. Dentro del plan de obras del GCBA, la etapa que corresponde al alcance de la obra es la del completamiento de la infraestructura en las calles de los sectores que hoy carecen de ella, por medio de obras de: pavimentos, desagí¼es cloacales, desagí¼es pluviales, provisión de agua potable, alumbrado público y construcción de canteros y mobiliario urbano. Esta etapa se complementa con las obras de renovación de la red de provisión de energí­a eléctrica y otra serie de obras que permiten dotar a la totalidad del barrio de la infraestructura necesaria de acuerdo a los estándares de la Ciudad de Buenos Aires y de la conexión de la red de infraestructura con las del resto de la Ciudad.;$ 401.293.888,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,583352;-58,382286;6/11/2017;30/4/2020;13;100;C&E CONSTRUCCIONES S.A. - POSE S.A. - CONSTRUCCIONES INFRAESTRUCTURA Y SERVICIOS S.A. - UT - REDES VILLA 31;2017;Licitación Pública;796-sigaf-SECISYU-2017;30715792148;43190;20;8215910-SECISYU-2017
Barrio 31: Renovación de la infraestructura existente;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;"La obra comprende la construcción de la infraestructura (redes colectoras de cloaca, redes distribuidoras de agua, redes y sumideros pluviales y fosa para futura instalación de conductores eléctricos donde corresponda) de los frentistas; obras a nivel de superficie (pavimentos de hormigón, veredas de pavimento intertrabado, canteros para parquización) y alumbrado público.";$ 241.995.686,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,585131;-58,380284;18/1/2018;30/4/2020;11;100;C&E CONSTRUCCIONES SA- POSE SA- UT- INFRAESTRUCTURA BARRIO 31;2017;Licitación Pública;1414-SIGAF-SECISYU-2017;33715893229;43190;20;20927477-MGEYA-DGOPDU/17
Villa Olimpica: Ejecución De Tareas Vinculadas A Sistemas De Porteros Eléctricos  â€“ Manzanas: B1 â€“ B2 â€“ B4;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La Obra Comprende La Provisión De Dirección Técnica, Mano de Obra Especializada Y Materiales Para El Montaje, Conexión Y Puesta En Servicio De Los Sistemas De Porteros Eléctricos De Los Edificios De VILLA OLíMPICA - Manzanas B1 â€“ B2 â€“ B4;$ 4.098.698,00;8;Villa Lugano;Escalada Av. 4200;-34,675641;-58,454314;26/4/2019;25/6/2019;2;100;BAICOND SRL;2019;Contratación Directa;03-CBAS-2019;30714869511;vecinos;10;46213850
Ramal Austria II;Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;Las obras objeto de esta licitacion consistieron, basicamente, en el refuerzo de la red de desagí¼es pluviales existentes mediante el agregado de nuevos conductos. Los conductos, hormigonados í¢Â€Âœin situí¢Â€Â, se complementaron con obras tales como: sumideros, camaras de empalme, de inspeccion y distribuidoras de caudal. La finalidad de esta obra fue completar el funcionamiento del denominado ramal austria 1, extendiendo la traza del mismo hasta la darsena f del puerto metropolitano.;$ 46.985.522,00;2;Recoleta;DEL LIBERTADOR AV. Y FIGUEROA ALCORTA, PRES. AV.;-34,586585;-58,385852;1/2/2017;31/1/2018;11;100;Tecma S.A.;2015;Licitación Pública;LP 620/2015;30623866528;vecinos;10;46213850
Barrio Las Palomas: Mejoras En Frentes Etapa 2º - Conjunto Las Palomas;Finalizada;Vivienda;Corporación Buenos Aires Sur;La Propuesta De Las Obras Consiste En El Mejoras En Los Frentes De Las Parcelas Regularizadas De La Manzana 7f;$ 792.212,00;8;Villa Soldati;Riestra Av. 3205;-34,65631795;-58,45114643;31/8/2017;30/9/2017;1;100;SOL YEWEN LTDA;2017;Contratación Directa;37-CBAS-2017;30709272981;vecinos;10;46213850
Recuperación Y Renovación De Accesos En Av. General Paz;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Entornos urbanos - Renovación de aceras existentes accesos Mosconi y Gutiérrez, corrección y ajustes de arbolado y alumbrado, propuesta artí­stica de iluminación bajo autopistas, ordenamiento del espacio de acceso a las estaciones ferroviarias sobre el lateral provincia.;$ 17.351.997,00;8;Villa Riachuelo;Paz, Gral. Av. Y Roca, Cnel. Av.;-34,698002;-58,469826;1/1/2017;7/1/2017;0;100;Naku Construcciones S.R.L;2016;Licitación Pública;1816/SIGAF/2014;30575292174;vecinos;10;46213850
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Provisión E Instalación De Butacas En Platea B;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provisión E Instalación De Butacas En El Sector De Platea B.;$ 899.466,00;8;Villa Riachuelo;Paz, Gral. Av. Y Roca, Cnel. Av.;-34,69800182;-58,4698263;16/6/2017;7/1/2018;1,5;100;Diseño Y Equipamientos S.R.L.;2017;Contratación Directa;34-CBAS-2017;30708288353;usuarios;10;46213850
Barrio 31: Infraestructura y espacio público Viviendas Containera;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;La obra comprende trabajos de mejoramiento urbano: pavimentos, veredas, parquización, mobiliario urbano, alumbrado público y el tendido de redes de infraestructura eléctrica y sanitaria. Incluye también un área de espacio público con zonas verdes, juegos para niños y una cancha deportiva y una calle para circulación vehicular de convivencia con pavimento de caracterí­sticas similares a las del resto del predio.;$ 77.776.964,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,579746;-58,389545;24/10/2017;31/8/2018;10;100;Bricons S.A.I.C.F.I.;2017;Licitación Pública;1232-SIGAF/17;30541068151;43190;25;16619272/MGEYA-DGOPDU/17
Barrio 31: Perette Troncales;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;En la calle Carlos H. Perette, la obra se dividió en dos sectores: 1) La construcción de la calzada y la infraestructura (desagí¼es pluviales, cloacales, de agua potable y cruces de calles para energí­a eléctrica) en calle Carlos Perette entre las calles 4 y 10. En esta parte no se incluyen las obras de construcción de aceras y conexiones domiciliarias ya que han sido objeto de una contratación, fuera del alcance de este pliego. Sí­ deben conectarse estas instalaciones existentes a las de la presente licitación. Con el mismo alcance que estas obras se realizan las calzadas y la infraestructura de Prefectura Naval Argentina y Calle 4, ambas entre calle Perette y Gendarmerí­a Nacional. 2) La conexión a punto de vuelco cloacal desde la intersección entre la calle Perette y de la Feria.;$ 178.285.805,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,585118;-58,376169;30/11/2017;30/11/2019;13;100;Tecma S.A.;2017;Licitación Pública;1336-SIGAF/17;30623866528;43190;20;19.247.530/MGEYA-DGOPDU/2017
Barrio 31: Centro Barrial - Hogar de Cristo;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;La obra se plantea dentro de un terreno existente, al servicio de la Fundación Hogar de Cristo que requiere la ampliación de su actual centro de dí­a ubicado en el predio de la Iglesia del Padre Múgica al otro lado de la lí­nea del FFCC del puerto. La casa de dí­a cumple la función de contener y albergar durante el dí­a a personas con problemas de adicciones, en situación de calle o de vulnerabilidad. El terreno consta con un perí­metro existente bien demarcado y la propuesta busca mantenerlo como cerramiento de planta baja. Ese perí­metro consiste en una estructura de columnas de hormigón visto y paramentos de ladrillo común visto. El programa se desdobla en un sector comunitario de uso grupal en planta baja, acompañado de servicios de cocina, y sanitarios correspondientes para albergar a 60 personas. También cuenta con un sector de administración y Una habitación. En la planta alta el edificio cuenta con el sector de aulas talleres, consultorios terapéuticos y vestuarios. El edificio cuenta con ascensor hidráulico y cumple con todas las normas de accesibilidad acorde a su uso. El edificio incorpora buenas prácticas ambientales bajo normas básicas de sustentabilidad. Para esto se tendrá en cuenta: la eficacia de los materiales de construcción en cuanto a su capacidad de aislación térmica, fomentando la reducción del consumo de energí­a para calefacción y refrigeración, se diseñaron los espacios en torno a dos patios que cumplen una función de expansión de los usos pero que a su vez garantizan la completa ventilación de todos los locales a fin de garantizar y favorecer corrientes cruzadas de aire y mayor iluminación natural. Su construcción es tradicional racionalizada, con estructura de Hormigón Armado y losetas pretensadas de Hormigón. Tabiquerí­a de ladrillo hueco debido al posible vandalismo de las mismas. En total se habilitan aproximadamente 800mí‚Â².;$ 18.263.197,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,578096;-58,388977;4/12/2017;2/11/2018;11;100;Merlino;2017;Licitación Pública;1405-SIGAF/17;20103652775;43190;10;9.843.145-MGEYA-DGOPDU/2017
Barrio Papa Francisco: Etapa 5;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Papa Francisco, Etapa 5. 231 Viviendas, 14 Locales Comerciales, Obras Exteriores y Sector Patio De Juegos. Tipologí­a Planta Baja + 4 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Lugano, Comuna 8.;$ 987.400.038,00;8;Villa Lugano;Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.;-34,673147;-58,458364;1/4/2022;31/1/2023;10;100;Vivian Hnos;2017;Licitación Pública;LP 29/21;30504418649;1680;250;46213850
Barrio 31: Casa del Pueblo;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;El objeto de la obra consistió en la construcción de un centro de capacitación profesional para adultos. Cuenta con una planta libre en planta baja, donde pueden permanecer los niños de los padres que estén capacitándose. Y por encima de esta planta libre, dos volúmenes de madera donde se ubican las salas. El cerramiento exterior es traslucido para la presencia de luz en su interior y la permeabilidad entre el espacio interior-exterior. La obra se realizó con sistema de construcción en seco, para agilizar los tiempos de construcción. Además se incorporarán nuevas tecnologí­as constructivas. El cerramiento vertical y parte del techo se construyeron mediante un sistema modular de policarbonato celular. Las salas están preparadas para mejorar su acústica, teniendo en cuenta el entorno donde está ubicado el edificio. En total se construyeron aproximadamente 320 m2.;$ 13.753.559,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,583569;-58,374483;1/6/2016;27/7/2018;25;100;Ingenierí­a y Arquitectura S.A.;2016;Contratación Directa;4436-SIGAF/17;30710454961;43190;10;14623346/MGEYA-DGOPDU/17
Jardí­n de Infantes Integral N.° 13 D.E. 20;Finalizada;Escuelas;Ministerio de Educación;Inicial;$ 55.579.351,00;9;Mataderos;Monte 7416;-34,6728;-58,5019;22/11/2017;20/1/2019;14;100;Mediterraneo S.A;2017;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Nuevo Cesac Nº25 Barrio 31;Finalizada;Salud;Ministerio de Salud;CESAC 25 - 550 m2. Construcción Nuevo Cesac con 11 consultorios, enfermerí­a, vacunatorio, farmacia, depósito de leche, área administrativa, núcleos sanitarios públicos y para personal, estar de profesionales, salas de tablero, sala transformadora, salas para equipos gases médicos, sala de máquinas sanitarias, electromecánica y sala de termotanques, jefatura.;$ 25.490.556,00;1;Retiro;Predio entre Av. Pres. Arturo Illia, Av. De los Inmigrantes y Av. Del Progreso;-34,589214;-58,371015;1/11/2018;15/12/2019;12;100;Kir S.R.L;2017;Licitación Pública;1474/2017;30702232046;vecinos;10;46213850
Nuevo Cesac Nº21 Barrio 31;Finalizada;Salud;Ministerio de Salud;Demolición de edificios existentes y Nuevo Cesac nº21 en reemplazo del Centro existente ubicado en el Parador de Retiro. 600 m2 -14 consultorios - Enfermerí­a, vacunatorio, farmacia, depósito de leche/ Espera, SUM/ Administración -Admisión/empadronamiento/ Jefatura/ Estar de profesionales/ Sanitarios públicos/ Sanitarios y vestuario para el personal/ Depósitos y áreas de apoyo técnico/ Ascensor;$ 31.574.155,00;1;Retiro;Prefectura Naval Argentina 80;-34,589214;-58,371015;1/11/2018;17/5/2019;6;100;Kir S.R.L;2017;Licitación Pública;1186/2017;30702232046;vecinos;10;46213850
Nuevo Cesac Villa Luro;Finalizada;Salud;Ministerio de Salud;Construcción de un nuevo Cesac en el predio que actualmente se usa como área deportiva del Club í¢Â€ÂœFloresta Juniorsí¢Â€Â. Albergará ambas funciones, CESAC y Club. CESAC (14 consultorios). Superficie: Cubierta Total CESAC: 745m2 Club + CESAC: 938 m2;$ 63.433.231,00;10;Villa Luro;Bacacay 5640;-34,635763;-58,505923;22/10/2019;30/6/2021;23;100;JOSÉ LUIS TRIVÍÑO S.A.;2019;Licitación Pública;DI-2019-276-GCABA-DGADCYP;30714269204;vecinos;10;46213850
Casa de medio Camino (Alvarez Thomas);Finalizada;Salud;Ministerio de Salud;Construcción de una nueva casa de Medio camino en terreno de Alvarez Thomas;$ 48.000.000,00;13;Villa Ortuzar;Av. Álvarez Thomas 2031;-34.578.254;-584.699.185;6/1/2022;20/3/2023;14;100;CUNUMI S.A.;2021;Licitación Pública;DI-2021-352-GCABA-DGADCYP;30615748036;vecinos;10;46213850
Sala de gases médicos;Finalizada;Salud;Ministerio de Salud;Nueva Sala de Gases médicos para abastecer la Terapia 8 puestos ya terminada que consistió en la Remodelación Sector UCI 2° Piso: írea Terapia Intensiva e Intermedia. Generar dos salas de Cuidados Intensivos de 4 camas cada una. Una de ellas destinada a Cuidados Intensivos propiamente, y la otra a Cuidados Intermedios.;$ 10.400.350,00;4;Parque Patricios;Esteban de Luca 2151;-34,634219;-58,403016;1/11/2018;27/5/2019;6;100;Henisa Sudamericana S.A.;2018;Decreto N° 433/16;7689/2018;33668217759;vecinos;10;46213850
Guardia nueva;Finalizada;Salud;Ministerio de Salud;Obras Nuevas y de Remodelación, realizando a su vez trabajos de demolición de ciertas construcciones ubicadas en el sector a intervenir y de desmonte en áreas para relocalización de depósitos. El proyecto comprende como edificio principal al Servicio de la Guardia con los dormitorios Médicos emplazado en la esquina de Austria y Pacheco de Melo y como obras complementarias los Depósitos y Talleres de mantenimiento relocalizados ubicados sobre Pacheco de Melo y Sánchez de Bustamante.;$ 273.000.000,00;2;Recoleta;Las Heras General Av. 2670;-34,58435525;-58,40081125;30/5/2022;24/4/2023;11;100;KIR SRL;2021;Licitación Pública; DI-2022-115-GCABA-DGADCYP;30702232046;vecinos;10;46213850
Quirófanos;Finalizada;Salud;Ministerio de Salud;Obras de Remodelación Integral incluyendo obra civil y la totalidad de las instalaciones con nueva sala de máquinas de gases médicos (a ubicarse en la terraza del Pabellón). En el Centro Quirúrgico: Reestructuración funcional del área para dejar operativos 8 quirófanos. En ambos casos, se contempla la puesta a norma de todas las instalaciones y aumento de la dotación de camas.;$ 146.372.766,00;3;Balvanera;Urquiza, Gral. 609;-34,617656;-58,409613;1/11/2018;30/5/2020;13;100;SES SA;2018;Licitación Pública;1142/2017;30647727545;vecinos;10;46213850
Red Troncal Eléctrica;Finalizada;Salud;Ministerio de Salud;Readecuación Integral de Instalación Eléctrica: El objetivo del proyecto es solucionar los reiterados inconvenientes eléctricos que generaba una instalación eléctrica obsoleta diseñada y dimensionada hace muchos años, que no correspondí­a con el uso al cual se encuentra solicitada actualmente ni a los consumos. Contempló los pabellones 1, 2, 3, 4, 5, 6, 7, 9 y 10. Así­ como todo el proyecto de alumbrado exterior. El proyecto buscó optimizar el uso de la electricidad disminuyendo los costos y mejorando el rendimiento de los equipos. Por otra parte la instalación actual se encuentra tomada de una cámara de la calle Crisóstomo ílvarez y la misma tiene muchos inconvenientes de cortes.;$ 49.612.908,00;7;Flores;Varela Av. 1301;-34,644749;-58,454529;1/11/2018;31/3/2019;5;100;Lesko S.A.C.I.F.I.A.;2014;Adicional de Mantenimiento;75/2014;30520282528;vecinos;10;46213850
Obra de Descarga;Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;El nuevo emisario tendrá 8,4 km de extensión y permitirá duplicar la capacidad de conducción de agua del emisario principal, ya existente, hasta su desembocadura en el Rí­o de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye ésta y 5 obras más.;$ 2.893.118.429,00;13;Belgrano;Av. Rafael Obligado 6125;-34,551158;-58,428715;27/12/2016;28/2/2020;32;100;Vega + Roggio + Castellone + SuperCemento;2015;Licitación Pública;LPI 644/2015;30715327275;vecinos;10;46213850
Túnel TBM (5.883 m);Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;El nuevo emisario tendrá 8,4 km de extensión y permitirá duplicar la capacidad de conducción de agua del emisario principal, ya existente, hasta su desembocadura en el Rí­o de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye ésta y 5 obras más.;300.000.000;13;Belgrano;Av. Rafael Obligado 6125;-34,551158;-58,428715;7/1/2018;26/7/2019;18;100;Vega + Roggio + Castellone + SuperCemento;2015;Licitación Pública;LPI 644/2015;30715327275;vecinos;10;46213850
Túnel Pipe Jacking (2.396 m);Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;El nuevo emisario tendrá 8,4 km de extensión y permitirá duplicar la capacidad de conducción de agua del emisario principal, ya existente, hasta su desembocadura en el Rí­o de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye ésta y 5 obras más.;300.000.000;13;Belgrano;Av. Rafael Obligado 6125;-34,551158;-58,428715;11/8/2018;22/6/2019;10;100;Vega + Roggio + Castellone + SuperCemento;2015;Licitación Pública;LPI 644/2015;30715327275;vecinos;10;46213850
Túnel natm ramal Elcano (441m);Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;El nuevo emisario tendrá 8,4 km de extensión y permitirá duplicar la capacidad de conducción de agua del emisario principal, ya existente, hasta su desembocadura en el Rí­o de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye ésta y 5 obras más.;300.000.000;13;Belgrano;Av. Rafael Obligado 6125;-34,551158;-58,428715;25/9/2017;28/3/2019;18;100;UTE Roggio - Cartelone - Supercemento;2015;Licitación Pública;LPI 644/2015;30715327275;vecinos;10;46213850
Túnel natm Victorica (68 m);Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;El nuevo emisario tendrá 8,4 km de extensión y permitirá duplicar la capacidad de conducción de agua del emisario principal, ya existente, hasta su desembocadura en el Rí­o de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye ésta y 5 obras más.;300.000.000;13;Belgrano;Av. Rafael Obligado 6125;-34,551158;-58,428715;29/3/2019;28/2/2020;4;100;Vega + Roggio + Castellone + SuperCemento;2015;Licitación Pública;LPI 644/2015;30715327275;vecinos;10;46213850
Cámaras derivadoras;Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;El nuevo emisario tendrá 8,4 km de extensión y permitirá duplicar la capacidad de conducción de agua del emisario principal, ya existente, hasta su desembocadura en el Rí­o de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye ésta y 5 obras más.;300.000.000;13;Belgrano;Av. Rafael Obligado 6125;-34,551158;-58,428715;3/12/2018;6/8/2019;8;100;Vega + Roggio + Castellone + SuperCemento;2015;Licitación Pública;LPI 644/2015;30715327275;vecinos;10;46213850
Parque de la Estación - Espacio Público;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;El monto total de esta obra es $211.883.237. Incluye las obras de Parque de la Estación -Espacio Público y Parque de la estación -Galpón.;$ 211.883.237,00;3;Balvanera;Peron, Juan Domingo, Tte. General 3202;-34,608371;-58,413291;19/11/2016;19/4/2019;29;100;Cunumi S.A;2024;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Parque de la Estación -Galpón;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;El monto total de esta obra es $211.883.237. Incluye las obras de Parque de la Estación -Espacio Público y Parque de la estación -Galpón.;$ 21.883.237,00;3;Balvanera;Peron, Juan Domingo, Tte. General 3202;-34,608371;-58,413291;19/11/2016;19/4/2019;29;100;Cunumi S.A;2017;Licitación Pública;1131-SIGAF/2017;30615748036;vecinos;10;46213850
Subterráneos - Lí­nea E: Extensión - Escaleras mecánicas;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;Ingeniería, fabricación e instalacion de escaleras en nuevas estaciones LE a Retiro (Retiro, Catalinas y Correo Central);$ 89.523.613,00;1;San Nicolás;Corrientes Av. 199;-34,60297615;-58,37022722;30/3/2017;31/10/2018;19;100;Fujitec;2016;Licitación Pública;195/16;30575096111;vecinos;10;46213850
Barrio 31: Guemes 11 y 16, Mejoramiento Integral;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;En razgos generales el proyecto consistió en los siguientes procesos: Primero, se comunicó a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto especí­fico para cada caso. A partir de ahí­, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. Estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribución interna, iluminación, ventilación, red eléctrica, accesibilidad, cubierta y terminaciones. Actualmente se trabaja sobre 42 unidades funcionales sobre un total de 60.;300.000.000;1;Retiro;Gendarmeria Nacional Av. 679;-34,58277;-58,378411;30/10/2017;30/12/2019;8;100;Dagresa Vial Construcciones SRL;2017;Licitación Pública;1816/SIGAF/2014;33712269079;43190;10;46213850
Barrio 31: YPF 22, mejoramiento Integral;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"En razgos generales el proyecto consistió en los siguientes procesos: Primero, se comunicó a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto especí­fico para cada caso. A partir de ahí­, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. Estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribución interna; iluminación; ventilación; red eléctrica; accesibilidad; cubierta y terminaciones. Actualmente se trabaja sobre 18 unidades funcionales, proyectando actuar con cooperativas sobre un total de 63; ademas de un grupo adicional sobre las que intervendrá una empresa.";$ 78.162.488,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,581562;-58,382406;2/1/2018;30/3/2020;11;100;ETSA;2018;Licitación Pública;1816/SIGAF/2014;30628970714;43190;10;46213850
Barrio 31: Manzana G1;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"En razgos generales el proyecto consistió en los siguientes procesos: Primero, se comunicó a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto especí­fico para cada caso. A partir de ahí­, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. Estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribución interna; iluminación; ventilación; red eléctrica; accesibilidad; cubierta y terminaciones sobre 79 unidades funcionales.";$ 28.000.000,00;1;Retiro;Gendarmeria Nacional Av. 679;-34,583888;-58,380712;19/10/2016;31/7/2017;9;100;Cooperativa;2016;Licitación Pública;1816/SIGAF/2014;30505454436;43190;10;46213850
